INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
2012-066E,39015,DEBRIS,CZ-4C DEB,PRC,2012-11-25,JSC,,107.13,63.37,1287,901,,,0,LARGE,7338,2012,66,E,Y,CZ-4C DEB,2012-066E,39015
1966-013A,2016,PAYLOAD,DIAPASON (D1-A),FR,1966-02-17,HGSTR,,114.30,34.09,2349,498,,,0,LARGE,7345,1966,13,A,Y,DIAPASON (D1-A),1966-013A,2016
2015-052G,40936,PAYLOAD,EXACTVIEW 9,CA,2015-09-28,SRI,,97.52,6.00,648,633,,,0,SMALL,7346,2015,52,G,Y,EXACTVIEW 9,2015-052G,40936
2015-051B,40926,PAYLOAD,TIANWANG 1C (TW-1C),PRC,2015-09-25,JSC,,91.95,97.08,375,365,,,0,SMALL,7346,2015,51,B,Y,TIANWANG 1C (TW-1C),2015-051B,40926
2005-048A,28908,PAYLOAD,COSMOS 2416,CIS,2005-12-21,PKMTR,,114.70,82.47,1447,1436,,,0,LARGE,7340,2005,48,A,Y,COSMOS 2416,2005-048A,28908
1991-082CR,37585,DEBRIS,DMSP 5D-2 F11 DEB,US,1991-11-28,AFWTR,,99.37,98.74,732,725,,,0,SMALL,7343,1991,82,CR,Y,DMSP 5D-2 F11 DEB,1991-082CR,37585
2015-049P,40912,PAYLOAD,KAITUO 1B,PRC,2015-09-19,TSC,,94.71,97.45,514,495,,,0,SMALL,7346,2015,49,P,Y,KAITUO 1B,2015-049P,40912
2008-026F,37574,DEBRIS,CZ-4B DEB,PRC,2008-05-27,TSC,,104.86,98.82,1174,801,,,0,SMALL,7343,2008,26,F,Y,CZ-4B DEB,2008-026F,37574
1970-025HP,4993,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,103.07,100.19,974,834,,,0,SMALL,7344,1970,25,HP,Y,THORAD AGENA D DEB,1970-025HP,4993
1999-025EJR,37471,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,97.86,98.69,791,521,,,0,SMALL,7343,1999,25,EJR,Y,FENGYUN 1C DEB,1999-025EJR,37471
1999-025EJL,37466,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,99.36,99.13,813,643,,,0,SMALL,7343,1999,25,EJL,Y,FENGYUN 1C DEB,1999-025EJL,37466
1999-025EHZ,37455,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,98.10,99.40,812,524,,,0,SMALL,7343,1999,25,EHZ,Y,FENGYUN 1C DEB,1999-025EHZ,37455
1999-025EGF,37413,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.07,98.67,818,706,,,0,SMALL,7343,1999,25,EGF,Y,FENGYUN 1C DEB,1999-025EGF,37413
2001-049PD,28851,DEBRIS,PSLV DEB,IND,2001-10-22,SRI,,96.39,97.97,614,558,,,0,SMALL,7340,2001,49,PD,Y,PSLV DEB,2001-049PD,28851
1970-025EP,4859,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,106.02,100.01,1078,1006,,,0,SMALL,7344,1970,25,EP,Y,THORAD AGENA D DEB,1970-025EP,4859
1988-019G,38845,DEBRIS,COSMOS 1932 DEB,CIS,1988-03-14,TTMTR,,104.32,65.04,1006,919,,,0,SMALL,7338,1988,19,G,Y,COSMOS 1932 DEB,1988-019G,38845
2005-017F,38842,DEBRIS,PSLV DEB,IND,2005-05-05,SRI,,97.06,98.06,662,574,,,0,SMALL,7338,2005,17,F,Y,PSLV DEB,2005-017F,38842
1970-025EA,4819,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,101.75,100.11,871,812,,,0,SMALL,7344,1970,25,EA,Y,THORAD AGENA D DEB,1970-025EA,4819
1970-025DZ,4818,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,110.00,99.84,1430,1024,,,0,MEDIUM,7344,1970,25,DZ,Y,THORAD AGENA D DEB,1970-025DZ,4818
1999-025EVS,38826,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.13,99.88,852,772,,,0,SMALL,7338,1999,25,EVS,Y,FENGYUN 1C DEB,1999-025EVS,38826
1999-025EVR,38825,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,104.56,99.01,1141,807,,,0,SMALL,7338,1999,25,EVR,Y,FENGYUN 1C DEB,1999-025EVR,38825
1999-025EVQ,38824,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.21,99.30,995,826,,,0,SMALL,7338,1999,25,EVQ,Y,FENGYUN 1C DEB,1999-025EVQ,38824
1999-025EVM,38821,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.51,98.50,1016,833,,,0,SMALL,7338,1999,25,EVM,Y,FENGYUN 1C DEB,1999-025EVM,38821
1970-025DA,4752,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,102.56,99.87,899,861,,,0,SMALL,7344,1970,25,DA,Y,THORAD AGENA D DEB,1970-025DA,4752
1999-025EUT,38803,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.46,99.06,932,818,,,0,SMALL,7338,1999,25,EUT,Y,FENGYUN 1C DEB,1999-025EUT,38803
1999-025EUN,38798,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,108.60,98.79,1476,848,,,0,SMALL,7338,1999,25,EUN,Y,FENGYUN 1C DEB,1999-025EUN,38798
1999-025EUM,38797,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,105.89,99.58,1219,853,,,0,SMALL,7338,1999,25,EUM,Y,FENGYUN 1C DEB,1999-025EUM,38797
1999-025EUD,38789,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.50,98.88,957,607,,,0,SMALL,7338,1999,25,EUD,Y,FENGYUN 1C DEB,1999-025EUD,38789
1999-025ETY,38784,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,98.38,99.41,735,627,,,0,SMALL,7338,1999,25,ETY,Y,FENGYUN 1C DEB,1999-025ETY,38784
1999-025ETX,38783,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.49,98.58,1003,561,,,0,SMALL,7338,1999,25,ETX,Y,FENGYUN 1C DEB,1999-025ETX,38783
2001-055G,37379,DEBRIS,JASON DEB,US,2001-12-07,AFWTR,,108.09,66.12,1219,1057,,,0,SMALL,7343,2001,55,G,Y,JASON DEB,2001-055G,37379
1970-025CZ,4751,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,104.20,100.11,961,953,,,0,SMALL,7344,1970,25,CZ,Y,THORAD AGENA D DEB,1970-025CZ,4751
2006-050C,29524,DEBRIS,DMSP 5D-3 F17 DEB,US,2006-11-04,AFWTR,,101.36,98.72,829,818,,,0,SMALL,7342,2006,50,C,Y,DMSP 5D-3 F17 DEB,2006-050C,29524
2012-048M,38769,PAYLOAD,AEROCUBE 4,US,2012-09-13,AFWTR,,96.70,64.67,706,495,,,0,SMALL,7338,2012,48,M,Y,AEROCUBE 4,2012-048M,38769
1970-025CM,4738,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,102.47,100.09,915,836,,,0,SMALL,7344,1970,25,CM,Y,THORAD AGENA D DEB,1970-025CM,4738
1993-036BKR,37325,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,98.15,74.12,701,640,,,0,SMALL,7343,1993,36,BKR,Y,COSMOS 2251 DEB,1993-036BKR,37325
1993-036BJW,37306,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,98.55,74.07,751,628,,,0,SMALL,7343,1993,36,BJW,Y,COSMOS 2251 DEB,1993-036BJW,37306
1988-074L,28675,DEBRIS,SCOUT G-1 DEB,US,1988-08-25,AFWTR,,106.62,89.97,1136,1004,,,0,SMALL,7340,1988,74,L,Y,SCOUT G-1 DEB,1988-074L,28675
1965-089G,28662,DEBRIS,DELTA 1 DEB,US,1965-11-06,AFETR,,117.97,59.39,2177,1002,,,0,SMALL,7340,1965,89,G,Y,DELTA 1 DEB,1965-089G,28662
2012-041D,38736,PAYLOAD,GONETS M 04,CIS,2012-07-28,PKMTR,,115.77,82.48,1510,1471,,,0,LARGE,7338,2012,41,D,Y,GONETS M 04,2012-041D,38736
2012-041C,38735,PAYLOAD,YUBELEINY 2,CIS,2012-07-28,PKMTR,,115.89,82.48,1509,1482,,,0,MEDIUM,7338,2012,41,C,Y,YUBELEINY 2,2012-041C,38735
1977-065GJ,39099,DEBRIS,DELTA 1 DEB,US,1977-07-14,AFETR,,101.04,28.36,1042,573,,,0,SMALL,7344,1977,65,GJ,Y,DELTA 1 DEB,1977-065GJ,39099
1999-025ETW,38729,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.83,99.23,958,827,,,0,SMALL,7338,1999,25,ETW,Y,FENGYUN 1C DEB,1999-025ETW,38729
1993-036BWH,40804,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,95.38,74.02,544,530,,,0,SMALL,7346,1993,36,BWH,Y,COSMOS 2251 DEB,1993-036BWH,40804
1993-036BWG,40803,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.55,74.01,762,712,,,0,SMALL,7346,1993,36,BWG,Y,COSMOS 2251 DEB,1993-036BWG,40803
2013-009B,39087,PAYLOAD,AAUSAT3,DEN,2013-02-25,SRI,,100.29,98.46,780,764,,,0,SMALL,7344,2013,9,B,Y,AAUSAT3,2013-009B,39087
1970-034A,4382,PAYLOAD,DFH-1,PRC,1970-04-24,JSC,,110.10,68.42,2029,433,,,0,MEDIUM,7344,1970,34,A,Y,DFH-1,1970-034A,4382
2010-062G,37228,ROCKET BODY,MINOTAUR 4 R/B,US,2010-11-20,KODAK,,97.36,71.97,643,621,,,0,,7343,2010,62,G,Y,MINOTAUR 4 R/B,2010-062G,37228
1984-072L,40709,DEBRIS,METEOR 2-11 DEB,CIS,1984-07-05,PKMTR,,103.61,82.52,946,913,,,0,SMALL,7346,1984,72,L,Y,METEOR 2-11 DEB,1984-072L,40709
1988-005AZ,38656,DEBRIS,METEOR 2-17 DEB,CIS,1988-01-30,PKMTR,,103.23,82.52,927,895,,,0,SMALL,7338,1988,5,AZ,Y,METEOR 2-17 DEB,1988-005AZ,38656
1999-025EWQ,40684,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.10,98.83,885,832,,,0,SMALL,7346,1999,25,EWQ,Y,FENGYUN 1C DEB,1999-025EWQ,40684
1995-015FV,40681,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,101.47,98.79,829,828,,,0,SMALL,7346,1995,15,FV,Y,DMSP 5D-2 F13 DEB,1995-015FV,40681
1995-015FP,40675,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,101.39,98.78,826,823,,,0,SMALL,7346,1995,15,FP,Y,DMSP 5D-2 F13 DEB,1995-015FP,40675
1979-095E,28594,DEBRIS,METEOR 2-5 DEB,CIS,1979-10-31,PKMTR,,101.00,81.20,819,793,,,0,SMALL,7340,1979,95,E,Y,METEOR 2-5 DEB,1979-095E,28594
1969-082DZ,4326,DEBRIS,THORAD AGENA D DEB,US,1969-09-30,AFWTR,,100.83,70.06,849,747,,,0,SMALL,7344,1969,82,DZ,Y,THORAD AGENA D DEB,1969-082DZ,4326
1969-082DR,4311,DEBRIS,THORAD AGENA D DEB,US,1969-09-30,AFWTR,,98.69,70.34,743,649,,,0,SMALL,7344,1969,82,DR,Y,THORAD AGENA D DEB,1969-082DR,4311
1969-082D,4259,PAYLOAD,OPS 7613 (P/L 3),US,1969-09-30,AFWTR,,103.24,70.02,925,899,,,0,MEDIUM,7344,1969,82,D,Y,OPS 7613 (P/L 3),1969-082D,4259
1997-051XG,37136,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,101.38,86.17,883,764,,,0,SMALL,7343,1997,51,XG,Y,IRIDIUM 33 DEB,1997-051XG,37136
2015-025K,40660,PAYLOAD,AEROCUBE 8B,US,2015-05-20,AFETR,,92.42,55.01,464,323,,,0,SMALL,7346,2015,25,K,Y,AEROCUBE 8B,2015-025K,40660
2013-001B,39058,PAYLOAD,COSMOS 2483,CIS,2013-01-15,PKMTR,,115.76,82.50,1503,1476,,,0,LARGE,7344,2013,1,B,Y,COSMOS 2483,2013-001B,39058
2015-025J,40659,PAYLOAD,AEROCUBE 8A,US,2015-05-20,AFETR,,92.45,55.02,465,323,,,0,SMALL,7346,2015,25,J,Y,AEROCUBE 8A,2015-025J,40659
1994-074AF,40650,DEBRIS,RESURS O1 DEB,CIS,1994-11-04,TTMTR,,93.37,98.06,442,437,,,0,SMALL,7346,1994,74,AF,Y,RESURS O1 DEB,1994-074AF,40650
1999-025EEM,37053,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.42,99.14,820,738,,,0,SMALL,7343,1999,25,EEM,Y,FENGYUN 1C DEB,1999-025EEM,37053
1966-040BM,40648,DEBRIS,NIMBUS 2 DEB,US,1966-05-15,AFWTR,,107.61,100.26,1145,1088,,,0,SMALL,7346,1966,40,BM,Y,NIMBUS 2 DEB,1966-040BM,40648
1999-025ECC,36996,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.75,98.26,1092,685,,,0,SMALL,7343,1999,25,ECC,Y,FENGYUN 1C DEB,1999-025ECC,36996
1988-006M,39046,DEBRIS,DMSP 5D-2 F9 DEB,US,1988-02-03,AFWTR,,101.76,98.66,902,782,,,0,SMALL,7344,1988,6,M,Y,DMSP 5D-2 F9 DEB,1988-006M,39046
1987-020DW,29355,DEBRIS,COSMOS 1823 DEB,CIS,1987-02-20,PKMTR,,115.71,73.63,1511,1464,,,0,SMALL,7342,1987,20,DW,Y,COSMOS 1823 DEB,1987-020DW,29355
1991-032G,38547,DEBRIS,NOAA 12 DEB,US,1991-05-14,AFWTR,,100.77,98.44,798,792,,,0,SMALL,7338,1991,32,G,Y,NOAA 12 DEB,1991-032G,38547
1988-005AU,38541,DEBRIS,METEOR 2-17 DEB,CIS,1988-01-30,PKMTR,,103.12,82.53,910,902,,,0,SMALL,7338,1988,5,AU,Y,METEOR 2-17 DEB,1988-005AU,38541
1966-040BH,40644,DEBRIS,NIMBUS 2 DEB,US,1966-05-15,AFWTR,,107.62,100.33,1155,1077,,,0,SMALL,7346,1966,40,BH,Y,NIMBUS 2 DEB,1966-040BH,40644
1969-082AR,4173,DEBRIS,THORAD AGENA D DEB,US,1969-09-30,AFWTR,,98.66,70.07,721,669,,,0,SMALL,7344,1969,82,AR,Y,THORAD AGENA D DEB,1969-082AR,4173
2012-072D,39029,DEBRIS,UNHA 3 DEB,NKOR,2012-12-12,YUN,,91.81,97.06,371,356,,,0,SMALL,7344,2012,72,D,Y,UNHA 3 DEB,2012-072D,39029
2012-072A,39026,PAYLOAD,KMS 3-2,NKOR,2012-12-12,YUN,,94.20,97.22,505,455,,,0,MEDIUM,7344,2012,72,A,Y,KMS 3-2,2012-072A,39026
1999-025ETC,38517,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,99.39,98.60,816,643,,,0,SMALL,7338,1999,25,ETC,Y,FENGYUN 1C DEB,1999-025ETC,38517
1981-053MS,29295,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,105.05,82.96,1081,913,,,0,SMALL,7342,1981,53,MS,Y,COSMOS 1275 DEB,1981-053MS,29295
1995-015FD,40606,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,101.03,98.75,813,802,,,0,SMALL,7346,1995,15,FD,Y,DMSP 5D-2 F13 DEB,1995-015FD,40606
1969-082AA,4158,DEBRIS,THORAD AGENA D DEB,US,1969-09-30,AFWTR,,102.02,70.00,888,820,,,0,MEDIUM,7344,1969,82,AA,Y,THORAD AGENA D DEB,1969-082AA,4158
1999-025ESK,38500,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,105.09,98.65,1163,834,,,0,SMALL,7338,1999,25,ESK,Y,FENGYUN 1C DEB,1999-025ESK,38500
1981-120U,29290,DEBRIS,SL-8 DEB,CIS,1981-12-17,PKMTR,,118.97,82.96,1657,1612,,,0,SMALL,7342,1981,120,U,Y,SL-8 DEB,1981-120U,29290
1995-015FC,40605,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,101.09,98.74,835,786,,,0,SMALL,7346,1995,15,FC,Y,DMSP 5D-2 F13 DEB,1995-015FC,40605
1999-025ESC,38493,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,105.90,99.13,1360,713,,,0,SMALL,7338,1999,25,ESC,Y,FENGYUN 1C DEB,1999-025ESC,38493
1999-025ESA,38491,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.38,99.07,1090,747,,,0,SMALL,7338,1999,25,ESA,Y,FENGYUN 1C DEB,1999-025ESA,38491
1993-036BTW,38486,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,100.17,73.96,803,731,,,0,SMALL,7338,1993,36,BTW,Y,COSMOS 2251 DEB,1993-036BTW,38486
1993-036BTV,38485,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,98.61,74.02,723,661,,,0,SMALL,7338,1993,36,BTV,Y,COSMOS 2251 DEB,1993-036BTV,38485
1981-120Q,29286,DEBRIS,SL-8 DEB,CIS,1981-12-17,PKMTR,,119.41,82.97,1655,1654,,,0,SMALL,7342,1981,120,Q,Y,SL-8 DEB,1981-120Q,29286
1993-036BTP,38479,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,101.39,74.01,907,741,,,0,SMALL,7338,1993,36,BTP,Y,COSMOS 2251 DEB,1993-036BTP,38479
1995-015EX,40600,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,102.10,98.92,894,821,,,0,SMALL,7346,1995,15,EX,Y,DMSP 5D-2 F13 DEB,1995-015EX,40600
1964-051F,40592,DEBRIS,SCOUT X-4 DEB,US,1964-08-25,AFWTR,,102.01,79.90,914,793,,,0,SMALL,7346,1964,51,F,Y,SCOUT X-4 DEB,1964-051F,40592
1995-015EU,40585,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,98.15,97.61,699,642,,,0,SMALL,7346,1995,15,EU,Y,DMSP 5D-2 F13 DEB,1995-015EU,40585
1995-015EQ,40581,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,101.64,98.84,859,814,,,0,SMALL,7346,1995,15,EQ,Y,DMSP 5D-2 F13 DEB,1995-015EQ,40581
1995-015EF,40572,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,100.68,98.70,816,766,,,0,SMALL,7346,1995,15,EF,Y,DMSP 5D-2 F13 DEB,1995-015EF,40572
1968-066L,29277,DEBRIS,SCOUT B DEB,US,1968-08-08,AFWTR,,101.24,80.60,1063,572,,,0,SMALL,7342,1968,66,L,Y,SCOUT B DEB,1968-066L,29277
1995-015DZ,40566,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,99.93,98.70,813,697,,,0,SMALL,7346,1995,15,DZ,Y,DMSP 5D-2 F13 DEB,1995-015DZ,40566
1987-011U,36940,DEBRIS,COSMOS 1818 COOLANT,CIS,1987-02-01,TTMTR,,100.46,65.01,789,771,,,0,SMALL,7343,1987,11,U,Y,COSMOS 1818 COOLANT,1987-011U,36940
1965-027EL,38431,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,110.81,90.30,1282,1246,,,0,SMALL,7338,1965,27,EL,Y,OPS 4682 DEB,1965-027EL,38431
1995-015DU,40561,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,99.34,98.90,769,685,,,0,SMALL,7346,1995,15,DU,Y,DMSP 5D-2 F13 DEB,1995-015DU,40561
1961-015JG,3932,DEBRIS,THOR ABLESTAR DEB,US,1961-06-29,AFETR,,108.74,65.80,1386,951,,,0,SMALL,7344,1961,15,JG,Y,THOR ABLESTAR DEB,1961-015JG,3932
1979-095BN,36921,DEBRIS,METEOR 2-5 DEB,CIS,1979-10-31,PKMTR,,97.01,81.18,618,612,,,0,SMALL,7343,1979,95,BN,Y,METEOR 2-5 DEB,1979-095BN,36921
1965-027DZ,38420,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,110.87,90.29,1288,1245,,,0,SMALL,7338,1965,27,DZ,Y,OPS 4682 DEB,1965-027DZ,38420
2012-064A,38997,PAYLOAD,HJ-1C,PRC,2012-11-18,TSC,,93.37,97.15,446,433,,,0,LARGE,7344,2012,64,A,Y,HJ-1C,2012-064A,38997
1965-027DH,38404,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,110.89,90.29,1282,1253,,,0,SMALL,7338,1965,27,DH,Y,OPS 4682 DEB,1965-027DH,38404
1979-095AP,36898,DEBRIS,METEOR 2-5 DEB,CIS,1979-10-31,PKMTR,,94.51,81.17,498,492,,,0,SMALL,7343,1979,95,AP,Y,METEOR 2-5 DEB,1979-095AP,36898
1965-027DF,38402,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,111.38,90.29,1311,1269,,,0,SMALL,7338,1965,27,DF,Y,OPS 4682 DEB,1965-027DF,38402
1965-027DC,38399,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,111.12,90.28,1300,1256,,,0,SMALL,7338,1965,27,DC,Y,OPS 4682 DEB,1965-027DC,38399
1965-027DB,38398,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,111.10,90.29,1301,1253,,,0,SMALL,7338,1965,27,DB,Y,OPS 4682 DEB,1965-027DB,38398
1965-027CY,38395,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,110.99,90.28,1293,1252,,,0,SMALL,7338,1965,27,CY,Y,OPS 4682 DEB,1965-027CY,38395
2000-047F,40529,DEBRIS,TITAN 4B DEB,US,2000-08-17,AFWTR,,96.47,68.00,633,546,,,0,SMALL,7346,2000,47,F,Y,TITAN 4B DEB,2000-047F,40529
1995-015DN,40526,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,101.19,98.75,838,792,,,0,SMALL,7346,1995,15,DN,Y,DMSP 5D-2 F13 DEB,1995-015DN,40526
1965-027CQ,38387,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,111.14,90.30,1297,1261,,,0,SMALL,7338,1965,27,CQ,Y,OPS 4682 DEB,1965-027CQ,38387
1995-015DC,40516,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,101.61,98.81,855,816,,,0,SMALL,7346,1995,15,DC,Y,DMSP 5D-2 F13 DEB,1995-015DC,40516
1965-027CL,38383,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,111.13,90.29,1302,1255,,,0,SMALL,7338,1965,27,CL,Y,OPS 4682 DEB,1965-027CL,38383
1995-015DA,40514,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,98.08,98.95,689,644,,,0,SMALL,7346,1995,15,DA,Y,DMSP 5D-2 F13 DEB,1995-015DA,40514
1965-027CD,38376,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,111.19,90.29,1306,1257,,,0,SMALL,7338,1965,27,CD,Y,OPS 4682 DEB,1965-027CD,38376
1965-027CC,38375,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,111.28,90.29,1310,1261,,,0,SMALL,7338,1965,27,CC,Y,OPS 4682 DEB,1965-027CC,38375
1965-027BZ,38372,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,111.03,90.28,1300,1248,,,0,SMALL,7338,1965,27,BZ,Y,OPS 4682 DEB,1965-027BZ,38372
1995-015CW,40510,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,98.06,98.77,733,599,,,0,SMALL,7346,1995,15,CW,Y,DMSP 5D-2 F13 DEB,1995-015CW,40510
1965-027BV,38368,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,111.17,90.29,1299,1262,,,0,SMALL,7338,1965,27,BV,Y,OPS 4682 DEB,1965-027BV,38368
1995-015CN,40499,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,101.40,98.78,837,813,,,0,SMALL,7346,1995,15,CN,Y,DMSP 5D-2 F13 DEB,1995-015CN,40499
1965-027BR,38364,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,111.15,90.29,1305,1254,,,0,SMALL,7338,1965,27,BR,Y,OPS 4682 DEB,1965-027BR,38364
1965-027BN,38361,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,110.84,90.28,1290,1241,,,0,SMALL,7338,1965,27,BN,Y,OPS 4682 DEB,1965-027BN,38361
1961-015JF,3842,DEBRIS,THOR ABLESTAR DEB,US,1961-06-29,AFETR,,105.08,66.74,1090,906,,,0,SMALL,7344,1961,15,JF,Y,THOR ABLESTAR DEB,1961-015JF,3842
1995-015CL,40497,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,101.38,98.78,827,821,,,0,SMALL,7346,1995,15,CL,Y,DMSP 5D-2 F13 DEB,1995-015CL,40497
1995-015CJ,40495,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,100.15,98.67,817,714,,,0,SMALL,7346,1995,15,CJ,Y,DMSP 5D-2 F13 DEB,1995-015CJ,40495
1995-015BX,40479,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,101.64,98.81,839,833,,,0,SMALL,7346,1995,15,BX,Y,DMSP 5D-2 F13 DEB,1995-015BX,40479
1995-015BL,40468,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,101.29,98.77,832,808,,,0,SMALL,7346,1995,15,BL,Y,DMSP 5D-2 F13 DEB,1995-015BL,40468
2012-025H,38347,DEBRIS,H-2A DEB,JPN,2012-05-17,TNSTA,,97.58,98.29,649,637,,,0,LARGE,7338,2012,25,H,Y,H-2A DEB,2012-025H,38347
2012-025G,38346,DEBRIS,H-2A DEB,JPN,2012-05-17,TNSTA,,97.16,98.25,626,620,,,0,LARGE,7338,2012,25,G,Y,H-2A DEB,2012-025G,38346
1965-020ET,3745,DEBRIS,SL-8 DEB *,CIS,1965-03-15,TTMTR,,115.15,56.02,1590,1334,,,0,SMALL,7344,1965,20,ET,Y,SL-8 DEB *,1965-020ET,3745
1961-015JC,3744,DEBRIS,THOR ABLESTAR DEB,US,1961-06-29,AFETR,,103.70,66.98,1049,819,,,0,SMALL,7344,1961,15,JC,Y,THOR ABLESTAR DEB,1961-015JC,3744
1995-015AW,40444,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,99.73,98.95,769,723,,,0,SMALL,7346,1995,15,AW,Y,DMSP 5D-2 F13 DEB,1995-015AW,40444
1995-015AT,40441,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,101.80,98.84,862,826,,,0,SMALL,7346,1995,15,AT,Y,DMSP 5D-2 F13 DEB,1995-015AT,40441
